資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比
"1110125","5312","寶島科","12.85","4.00000000","6.68","1.45"
"1110125","5314","世紀","N/A","0.00000000","0.00","1.96"
"1110125","5315","光聯","11.14","0.82082796","4.81","1.18"
"1110125","5321","美而快","57.58","0.00000000","0.00","7.31"
"1110125","5324","士開","N/A","0.00000000","0.00","1.24"
"1110125","5328","華容","52.31","0.00000000","0.00","1.33"
"1110125","5340","建榮","114.83","0.00000000","0.00","3.57"
"1110125","5344","立衛","28.57","0.00000000","0.00","3.53"
"1110125","5345","天揚","N/A","0.00000000","0.00","3.15"
"1110125","5347","世界","22.94","3.50000000","2.52","7.19"
"1110125","5348","系通","N/A","0.00000000","0.00","1.67"
"1110125","5351","鈺創","34.49","0.00000000","0.00","5.17"
"1110125","5353","台林","23.37","0.85000000","4.09","1.39"
"1110125","5355","佳總","N/A","0.00000000","0.00","0.83"
"1110125","5356","協益","34.35","2.20000000","8.32","0.63"
"1110125","5364","力麗店","N/A","0.00000000","0.00","1.75"
"1110125","5371","中光電","14.90","4.00000000","5.46","1.37"
"1110125","5381","合正","206.67","0.00000000","0.00","1.65"
"1110125","5383","金利","N/A","0.00000000","0.00","5.05"
"1110125","5386","青雲","21.11","0.80000000","1.90","2.55"
"1110125","5392","能率","60.37","0.30178445","1.22","0.81"
"1110125","5398","慕康生醫","32.21","0.25000000","1.27","1.68"
"1110125","5403","中菲","11.56","3.99999998","5.87","2.83"
"1110125","5410","國眾","11.85","1.69229229","6.77","1.77"
"1110125","5425","台半","22.10","1.50000000","2.23","2.50"
"1110125","5426","振發","N/A","0.00000000","0.00","0.83"
"1110125","5432","新門","N/A","0.00000000","0.00","2.14"
"1110125","5438","東友","22.21","0.10000000","0.66","0.75"
"1110125","5439","高技","13.02","2.50000000","4.57","2.26"
"1110125","5443","均豪","15.48","1.00000000","3.25","2.14"
"1110125","5450","南良","15.92","0.00000000","0.00","1.75"
"1110125","5452","佶優","12.24","0.60000000","3.01","1.49"
"1110125","5455","昇益","N/A","0.00000000","0.00","3.48"
"1110125","5457","宣德","14.47","2.10060781","2.89","3.59"
"1110125","5460","同協","249.00","0.10000000","0.80","0.98"
"1110125","5464","霖宏","4.56","0.00000000","0.00","1.17"
"1110125","5465","富驊","13.18","1.15000000","7.40","1.10"
"1110125","5468","凱鈺","N/A","0.00000000","0.00","2.65"
"1110125","5474","聰泰","8.77","10.00000000","9.95","2.60"
"1110125","5475","德宏","8.79","0.00000000","0.00","3.66"
"1110125","5478","智冠","13.72","6.00000000","6.67","1.77"
"1110125","5481","新華","8.31","0.40000000","3.07","0.66"
"1110125","5483","中美晶","17.39","9.00000000","4.24","4.30"
"1110125","5487","通泰","17.77","1.08889752","3.21","1.41"
"1110125","5488","松普","109.00","0.00000000","0.00","0.94"
"1110125","5489","彩富","99.00","1.02032655","2.94","1.71"
"1110125","5490","同亨","21.94","2.00031607","7.53","1.61"
"1110125","5493","三聯","11.44","2.00000000","4.57","1.36"
"1110125","5498","凱崴","33.85","0.60000000","4.55","1.30"
"1110125","5508","永信建","9.40","3.34060000","5.21","2.70"
"1110125","5511","德昌","6.98","2.00000000","6.76","0.76"
"1110125","5512","力麒","101.11","0.33000000","3.63","0.51"
"1110125","5514","三豐","N/A","1.20000000","5.69","1.51"
"1110125","5516","雙喜","4.42","1.00000000","6.62","0.88"
"1110125","5520","力泰","9.23","3.55000000","6.87","1.57"
"1110125","5523","豐謙","4.74","0.50000000","1.74","1.69"
"1110125","5529","鉅陞","N/A","0.00000000","0.00","2.07"
"1110125","5530","龍巖","13.03","1.20000000","2.79","0.91"
"1110125","5536","聖暉","11.10","12.00000000","5.57","2.34"
"1110125","5543","桓鼎-KY","24.03","0.95888628","1.58","2.94"
"1110125","5601","台聯櫃","137.80","0.25000000","0.73","1.64"
"1110125","5603","陸海","2.99","1.30000000","4.34","1.27"
"1110125","5604","中連","12.16","7.95000000","10.08","3.00"
"1110125","5609","中菲行","7.69","6.00000000","6.32","3.73"
"1110125","5701","劍湖山","N/A","0.00000000","0.00","1.59"
"1110125","5703","亞都","N/A","0.00000000","0.00","3.34"
"1110125","5704","老爺知","20.00","2.20000000","7.75","2.30"
"1110125","5820","日盛金","11.65","0.55014770","4.45","0.90"
"1110125","5864","致和證","5.57","1.20000000","7.23","0.90"
"1110125","5878","台名","15.50","3.20000000","6.88","2.15"
"1110125","5902","德記","14.70","0.00000000","0.00","2.19"
"1110125","5903","全家","36.81","7.50000000","3.11","9.18"
"1110125","5904","寶雅","22.92","19.00000000","4.46","9.40"
"1110125","5905","南仁湖","N/A","0.19999999","1.42","1.19"
"1110125","6015","宏遠證","3.87","0.50000000","3.15","1.03"
"1110125","6016","康和證","6.78","1.22000000","8.91","0.98"
"1110125","6020","大展證","7.60","0.72252442","3.29","1.19"
"1110125","6021","美好證","19.81","0.00000000","0.00","1.19"
"1110125","6023","元大期","15.37","2.80000000","5.64","1.20"
"1110125","6026","福邦證","5.29","0.70139552","3.62","1.25"
"1110125","6101","寬魚國際","N/A","0.00000000","0.00","2.26"
"1110125","6103","合邦","N/A","0.00000000","0.00","5.22"
"1110125","6104","創惟","46.59","3.00000000","1.46","11.20"
"1110125","6109","亞元","N/A","0.00000000","0.00","1.08"
"1110125","6111","大宇資","626.92","0.60000000","0.74","6.08"
"1110125","6113","亞矽","18.70","0.00000000","0.00","1.33"
"1110125","6114","久威","19.19","0.70000000","3.09","0.81"
"1110125","6118","建達","37.24","0.00000000","0.00","2.50"
"1110125","6121","新普","8.98","19.10000000","6.04","1.88"
"1110125","6122","擎邦","32.30","0.30000000","2.51","0.75"
"1110125","6123","上奇","10.65","3.97707912","7.78","3.01"
"1110125","6124","業強","19.72","0.00000000","0.00","1.34"
"1110125","6125","廣運","N/A","1.50000000","5.77","1.89"
"1110125","6126","信音","13.59","1.40000000","5.36","2.16"
"1110125","6127","九豪","102.41","0.00000000","0.00","2.63"
"1110125","6129","普誠","69.60","0.00000000","0.00","3.52"
"1110125","6130","星寶國際","130.00","0.00000000","0.00","4.46"
"1110125","6134","萬旭","N/A","0.00000000","0.00","1.92"
"1110125","6138","茂達","23.13","5.20099318","2.10","6.90"
"1110125","6140","訊達","146.82","0.00000000","0.00","1.31"
"1110125","6143","振曜","17.00","2.00000000","3.92","2.10"
"1110125","6144","得利影","N/A","0.00000000","0.00","1.56"
"1110125","6146","耕興","20.35","6.80000000","3.29","4.94"
"1110125","6147","頎邦","8.35","3.80000000","5.59","1.31"
"1110125","6148","驊宏資","26.42","0.81044800","5.79","1.24"
"1110125","6150","撼訊","9.88","0.50000000","0.34","4.35"
"1110125","6151","晉倫","9.69","1.80000000","4.98","1.92"
"1110125","6154","順發","10.82","0.55000000","3.32","1.04"
"1110125","6156","松上","18.33","0.50000000","2.27","1.38"
"1110125","6158","禾昌","13.08","0.50003728","1.14","2.36"
"1110125","6160","欣技","30.18","0.00000000","0.00","1.49"
"1110125","6161","捷波","9.96","1.60000000","5.67","1.61"
"1110125","6163","華電網","8.87","0.00000000","0.00","1.10"
"1110125","6167","久正","45.16","0.00000000","0.00","1.48"
"1110125","6169","昱泉","N/A","0.00000000","0.00","3.97"
"1110125","6170","統振","25.39","1.40000000","3.94","2.52"
"1110125","6171","大城地產","4.50","2.50000000","8.80","1.50"
"1110125","6173","信昌電","8.70","2.00934579","3.70","1.55"
"1110125","6174","安碁","24.45","0.00000000","0.00","2.06"
"1110125","6175","立敦","12.72","1.05027347","2.60","2.16"
"1110125","6179","亞通","12.85","1.87970108","6.36","1.49"
"1110125","6180","橘子","11.69","4.00000000","6.16","2.21"
"1110125","6182","合晶","48.96","1.10000000","1.46","3.97"
"1110125","6185","幃翔","N/A","0.20000000","1.49","0.96"
"1110125","6186","新潤","5.34","1.75000000","6.81","1.16"
"1110125","6187","萬潤","18.59","3.00000000","2.59","4.29"
"1110125","6188","廣明","14.15","1.00000000","2.27","1.60"
"1110125","6190","萬泰科","21.41","1.00773399","3.16","2.60"
"1110125","6194","育富","28.00","1.50000000","5.95","0.87"
"1110125","6195","詩肯","9.56","3.93825315","7.50","2.08"
"1110125","6198","凌泰","164.25","0.00000000","0.00","1.54"
"1110125","6199","天品","14.40","0.00000000","0.00","1.25"
"1110125","6203","海韻電","7.22","5.00000000","6.71","2.41"
"1110125","6204","艾華","5.41","10.00000000","14.75","3.45"
"1110125","6207","雷科","14.53","1.50000000","4.21","2.05"
"1110125","6208","日揚","15.60","1.98999861","3.76","2.44"
"1110125","6210","慶生","13.15","3.00000000","7.41","1.69"
"1110125","6212","理銘","10.94","3.00000000","5.03","2.49"
"1110125","6217","中探針","19.75","1.04926888","2.22","1.90"
"1110125","6218","豪勉","25.82","1.00000000","4.56","1.43"
"1110125","6219","富旺","20.57","2.00000000","11.17","1.71"
"1110125","6220","岳豐","18.95","1.00020922","4.44","1.16"
"1110125","6221","晉泰","12.77","4.00000004","8.14","1.72"
"1110125","6222","上揚","245.00","0.00000000","0.00","1.95"
"1110125","6223","旺矽","16.69","4.47006388","4.20","1.72"
"1110125","6227","茂綸","7.59","1.50000000","4.53","1.32"
"1110125","6228","全譜","N/A","0.00000000","0.00","3.17"
"1110125","6229","研通","9.69","1.02000000","2.80","1.95"
"1110125","6231","系微","20.56","3.50000000","4.34","4.08"
"1110125","6233","旺玖","45.47","0.00000000","0.00","2.43"
"1110125","6234","高僑","16.09","0.60000000","3.01","0.78"
"1110125","6236","康呈","N/A","0.00000000","0.00","5.93"
"1110125","6237","驊訊","11.06","0.99955913","1.27","3.02"
"1110125","6240","松崗","9.90","0.00000000","0.00","1.05"
"1110125","6241","易通展","N/A","0.00000000","0.00","2.72"
"1110125","6242","立康","14.33","2.80000000","7.08","1.85"
"1110125","6244","茂迪","428.57","0.20000000","0.67","3.33"
"1110125","6245","立端","13.44","3.32827820","6.30","1.88"
"1110125","6246","臺龍","14.16","0.00000000","0.00","1.46"
"1110125","6247","淇譽電","N/A","0.00000000","0.00","1.31"
"1110125","6248","沛波","15.58","1.19857918","5.54","1.40"
"1110125","6259","百徽","51.35","0.00000000","0.00","1.97"
"1110125","6261","久元","10.92","4.00000000","4.86","1.64"
"1110125","6263","普萊德","14.14","4.00000000","5.69","3.35"
"1110125","6264","富裔","98.56","0.00000000","0.00","1.11"
"1110125","6265","方土昶","22.00","0.00000000","0.00","1.23"
"1110125","6266","泰詠","19.88","1.38000000","5.34","1.68"
"1110125","6270","倍微","10.72","1.20000000","5.18","1.21"
"1110125","6274","台燿","13.78","4.80138870","5.21","2.20"
"1110125","6275","元山","12.47","1.50000000","4.28","2.09"
"1110125","6276","安鈦克","8.63","3.00000000","13.95","1.80"
"1110125","6279","胡連","14.30","4.00000000","3.25","2.59"
"1110125","6284","佳邦","16.62","1.00000000","1.65","1.60"
"1110125","6287","元隆","112.00","0.00000000","0.00","32.94"
"1110125","6290","良維","12.46","3.50000000","6.99","1.74"
"1110125","6291","沛亨","84.48","0.00000000","0.00","6.98"
"1110125","6292","迅德","9.12","2.70000000","6.21","2.04"
"1110125","6294","智基","10.48","9.50000000","7.66","4.64"
"1110125","6404","通訊-KY","N/A","0.00000000","0.00","17.54"
"1110125","6411","晶焱","22.92","5.02710000","2.56","4.81"
"1110125","6417","韋僑","34.25","1.30000000","1.63","2.66"
"1110125","6418","詠昇","N/A","0.20000000","1.19","1.28"
"1110125","6419","京晨科","7.34","0.00000000","0.00","1.72"
"1110125","6425","易發","N/A","0.50000000","1.78","1.32"
"1110125","6432","今展科","12.18","1.57031547","4.39","1.42"
"1110125","6435","大中","11.54","5.00000000","3.86","3.58"
"1110125","6441","廣錠","N/A","1.00000000","2.13","2.07"
"1110125","6446","藥華藥","N/A","0.00000000","0.00","38.36"
"1110125","6457","紘康","13.55","6.32394290","3.83","6.36"
"1110125","6461","益得","N/A","0.00000000","0.00","1.72"
"1110125","6462","神盾","N/A","15.00000000","13.70","1.19"
"1110125","6465","威潤","N/A","0.00000000","0.00","2.78"
"1110125","6469","大樹","39.82","3.96071247","1.97","7.91"
"1110125","6470","宇智","12.83","3.50000000","8.29","1.98"
"1110125","6472","保瑞","11.33","4.46501675","2.55","3.97"
"1110125","6482","弘煜科","167.60","0.00000000","0.00","3.03"
"1110125","6485","點序","15.12","0.48689500","0.38","3.86"
"1110125","6486","互動","10.47","6.00000000","8.34","2.44"
"1110125","6488","環球晶","25.50","18.00000000","2.34","7.06"
"1110125","6492","生華科","N/A","0.00000000","0.00","4.45"
"1110125","6494","九齊","11.15","3.50000000","2.35","4.75"
"1110125","6496","科懋","N/A","1.00000000","3.42","1.08"
"1110125","6499","益安","2.60","1.00000000","1.30","1.33"
"1110125","6506","雙邦","23.18","0.80000000","4.48","1.22"
"1110125","6508","惠光","9.11","1.59303116","5.04","1.12"
"1110125","6509","聚和","25.57","1.00000000","1.70","3.38"
"1110125","6510","精測","24.25","12.00000000","1.92","2.83"
"1110125","6512","啟發電","N/A","0.00000000","0.00","1.07"
"1110125","6514","芮特-KY","21.96","3.50000000","5.79","2.94"
"1110125","6516","勤崴國際","64.49","1.12999900","1.27","3.83"
"1110125","6523","達爾膚","5.46","4.00000000","4.45","2.41"
"1110125","6527","明達醫","16.15","1.40000000","3.01","1.60"
"1110125","6530","創威","20.10","1.00000000","4.88","1.57"
"1110125","6532","瑞耘","23.66","2.00000000","4.21","2.16"
"1110125","6535","順藥","17.24","0.00000000","0.00","2.77"
"1110125","6538","倉和","16.57","7.00000000","8.19","1.96"
"1110125","6542","隆中","N/A","0.00000000","0.00","3.97"
"1110125","6547","高端疫苗","351.35","0.00000000","0.00","15.45"
"1110125","6548","長科*","27.77","1.32000000","1.34","5.29"
"1110125","6556","勝品","18.90","2.00000000","3.05","1.74"
"1110125","6560","欣普羅","6.78","4.35486106","6.31","2.71"
"1110125","6561","是方","27.98","8.80000000","3.35","6.41"
"1110125","6568","宏觀","44.21","7.08403429","2.51","5.94"
"1110125","6569","醫揚","26.67","6.50000000","6.05","3.42"
"1110125","6570","維田","16.91","1.00000000","2.40","2.39"
"1110125","6574","霈方","103.62","1.38000000","2.83","1.75"
"1110125","6576","逸達","N/A","0.00000000","0.00","8.96"
"1110125","6577","勁豐","15.90","5.00000000","7.86","2.38"
"1110125","6578","達邦蛋白","N/A","1.20011289","7.27","0.85"
"1110125","6588","東典光電","43.14","1.50000000","3.41","1.44"
"1110125","6589","台康生技","N/A","0.00000000","0.00","4.60"
"1110125","6590","普鴻","14.04","3.50000000","5.53","3.02"
"1110125","6593","台灣銘板","22.60","0.50000000","1.46","1.47"
"1110125","6594","展匯科","46.08","1.60000000","4.18","1.70"
"1110125","6596","寬宏藝術","25.71","4.50000000","9.62","2.42"
"1110125","6603","富強鑫","22.05","0.10000000","0.58","1.22"
"1110125","6609","瀧澤科","15.49","0.80000000","2.68","1.01"
"1110125","6612","奈米醫材","75.05","0.10000000","0.14","3.35"
"1110125","6613","朋億","12.56","8.00000000","5.02","2.27"
"1110125","6615","慧智","18.76","1.40000000","3.00","1.75"
"1110125","6616","特昇-KY","71.20","2.00000000","11.24","1.53"
"1110125","6624","萬年清","N/A","0.00000000","0.00","2.47"
"1110125","6629","泰金-KY","9.87","4.48952372","7.61","2.47"
"1110125","6640","均華","29.25","3.00000000","3.06","3.03"
"1110125","6642","富致","19.19","1.80000000","2.61","2.59"
"1110125","6643","M31","43.99","8.00000000","2.33","7.42"
"1110125","6649","台生材","N/A","0.00000000","0.00","1.67"
"1110125","6651","全宇昕","15.45","3.00000000","2.73","4.04"
"1110125","6654","天正國際","14.99","1.50000000","1.77","3.06"
"1110125","6661","威健生技","53.90","1.10180000","4.99","1.73"
"1110125","6662","樂斯科","14.78","2.00000000","6.67","1.75"
"1110125","6664","群翊","13.99","4.30000000","5.50","2.28"
"1110125","6667","信紘科","36.07","1.65999999","2.10","3.16"
"1110125","6679","鈺太","27.91","4.99449475","1.31","9.88"
"1110125","6680","鑫創電子","39.67","2.00000000","4.17","2.43"
"1110125","6683","雍智科技","17.96","5.50000000","2.05","4.17"
"1110125","6684","安格","27.01","2.00608016","1.42","4.01"
"1110125","6690","安碁資訊","23.50","3.50000000","2.88","3.34"
"1110125","6697","東捷資訊","13.55","2.00000000","5.41","1.89"
"1110125","6703","軒郁","15.41","7.25000000","8.68","1.94"
"1110125","6712","長聖","43.87","0.00000000","0.00","6.34"
"1110125","6716","應廣","13.92","5.00000000","3.51","4.65"
"1110125","6727","亞泰金屬","11.57","2.50000000","3.46","2.04"
"1110125","6728","上洋","10.00","4.20000000","4.23","2.80"
"1110125","6732","昇佳電子","12.91","22.50000000","5.12","4.47"
"1110125","6733","博晟生醫","N/A","0.00000000","0.00","2.86"
"1110125","6741","91APP*-KY","105.27","0.00000000","0.00","12.99"
"1110125","6747","亨泰光","26.77","5.37434371","2.03","5.93"
"1110125","6751","智聯服務","22.84","2.10000000","4.28","1.80"
"1110125","6752","叡揚","12.32","2.80000000","5.03","1.99"
"1110125","6761","穩得","15.84","3.20000000","2.57","3.98"
"1110125","6762","達亞","37.80","8.40000000","3.17","5.49"
"1110125","6767","台微醫","N/A","0.00000000","0.00","2.33"
"1110125","6788","華景電","35.03","4.00000000","2.07","5.09"
"1110125","6803","崑鼎","17.98","10.94880262","4.65","3.11"
"1110125","7402","邑錡","33.26","1.20000000","2.51","3.60"
"1110125","7556","意德士","25.69","2.40000000","2.16","3.24"
"1110125","8024","佑華","21.92","0.00000000","0.00","1.63"
"1110125","8027","鈦昇","26.12","1.18876840","1.70","2.98"
"1110125","8032","光菱","10.27","1.00000000","3.70","0.76"
"1110125","8034","榮群","109.06","0.00000000","0.00","1.71"
"1110125","8038","長園科","N/A","0.00000000","0.00","5.66"
"1110125","8040","九暘","N/A","0.00000000","0.00","5.90"
"1110125","8042","金山電","125.14","1.00000000","2.28","1.53"
"1110125","8043","蜜望實","18.21","0.20196130","0.77","0.84"
"1110125","8044","網家","42.64","1.31366320","1.19","3.63"
"1110125","8047","星雲","274.00","0.15000000","1.09","1.23"
"1110125","8048","德勝","8.66","2.30000000","6.64","1.81"
"1110125","8049","晶采","10.35","1.65000000","6.53","1.59"
"1110125","8050","廣積","45.41","1.83197692","4.75","1.38"
"1110125","8054","安國","14.14","0.50000000","1.02","1.58"
"1110125","8059","凱碩","N/A","0.00000000","0.00","1.04"
"1110125","8064","東捷","9.62","0.20000000","1.05","1.12"
"1110125","8066","來思達","23.59","3.00000000","8.96","2.06"
"1110125","8067","志旭","N/A","0.00000000","0.00","1.63"
"1110125","8068","全達","N/A","0.00000000","0.00","3.24"
"1110125","8069","元太","35.04","2.68569507","1.82","5.24"
"1110125","8071","能率網通","26.39","0.20000000","1.24","1.06"
"1110125","8074","鉅橡","19.53","1.00000000","4.83","1.24"
"1110125","8076","伍豐","430.00","0.50000000","1.66","2.30"
"1110125","8077","洛碁","N/A","0.00000000","0.00","2.01"
"1110125","8080","永利聯合","N/A","0.00000000","0.00","10.15"
"1110125","8083","瑞穎","15.68","10.00000000","5.70","5.33"
"1110125","8084","巨虹","N/A","0.00000000","0.00","12.03"
"1110125","8085","福華","51.11","0.00000000","0.00","1.75"
"1110125","8086","宏捷科","29.57","2.80000000","2.40","2.97"
"1110125","8087","華鎂鑫","N/A","0.00000000","0.00","3.41"
"1110125","8088","品安","26.73","1.20000000","5.35","1.46"
"1110125","8089","康全電訊","91.29","1.99098380","7.04","1.28"
"1110125","8091","翔名","17.29","2.58043356","3.26","1.42"
"1110125","8092","建暐","N/A","0.00000000","0.00","1.42"
"1110125","8093","保銳","N/A","0.00000000","0.00","1.50"
"1110125","8096","擎亞","17.20","0.40000000","3.10","0.76"
"1110125","8097","常珵","N/A","0.00000000","0.00","2.70"
"1110125","8099","大世科","24.07","1.35000000","3.46","2.58"
"1110125","8107","大億金茂","25.46","0.06744125","0.35","1.02"
"1110125","8109","博大","15.00","3.50000000","4.74","2.92"
"1110125","8111","立碁","18.32","0.90000000","3.17","2.39"
"1110125","8121","越峰","195.45","0.00000000","0.00","6.01"
"1110125","8147","正淩","61.67","0.49836755","0.84","2.72"
"1110125","8155","博智","24.82","7.00000000","4.03","4.75"
"1110125","8171","天宇","N/A","0.00000000","0.00","3.16"
"1110125","8176","智捷","N/A","0.00000000","0.00","1.13"
"1110125","8182","加高","12.23","1.50000000","3.09","1.59"
"1110125","8183","精星","17.73","0.80000000","1.50","2.89"
"1110125","8234","新漢","30.55","0.80000000","3.19","1.39"
"1110125","8240","華宏","11.69","1.60000000","5.09","0.80"
"1110125","8255","朋程","35.64","3.00085286","1.49","3.26"
"1110125","8277","商丞","N/A","0.00000000","0.00","1.67"
"1110125","8279","生展","16.33","3.50000000","2.73","2.04"
"1110125","8284","三竹","13.08","2.35704000","5.24","2.07"
"1110125","8289","泰藝","15.64","0.12000000","0.34","1.71"
"1110125","8291","尚茂","N/A","0.00000000","0.00","1.88"
"1110125","8299","群聯","8.78","23.00000000","5.10","2.54"
"1110125","8342","益張","9.24","4.00000000","7.81","2.26"
"1110125","8349","恒耀","17.00","2.12000000","3.53","1.78"
"1110125","8354","冠好","363.75","0.30000000","2.06","0.68"
"1110125","8358","金居","15.00","2.00000000","2.90","3.05"
"1110125","8383","千附","14.79","2.50000000","6.31","1.16"
"1110125","8390","金益鼎","10.46","1.60000000","5.03","1.47"
"1110125","8401","白紗科","10.93","0.66620387","4.35","1.02"
"1110125","8403","盛弘","14.73","1.00000000","3.71","1.02"
"1110125","8406","金可-KY","22.83","6.00000000","2.22","2.27"
"1110125","8409","商之器","N/A","0.00000000","0.00","1.94"
"1110125","8410","森田","14.88","2.50000000","7.78","0.79"
"1110125","8415","大國鋼","13.02","1.40000000","3.63","2.18"
"1110125","8416","實威","11.33","7.00000000","5.79","2.98"
"1110125","8418","捷必勝-KY","N/A","0.00000000","0.00","0.90"
"1110125","8420","明揚","10.06","0.80000000","2.04","1.92"
"1110125","8421","旭源","N/A","0.00000000","0.00","1.52"
"1110125","8423","保綠-KY","23.53","0.90000000","4.90","1.33"
"1110125","8424","惠普","13.05","4.00000000","6.41","2.16"
"1110125","8426","紅木-KY","N/A","0.00000000","0.00","1.14"
"1110125","8431","匯鑽科","17.42","0.80000000","1.17","3.37"
"1110125","8432","東生華","34.51","1.80000000","4.28","1.48"
"1110125","8433","弘帆","13.14","2.00000000","4.41","1.67"
"1110125","8435","鉅邁","14.95","3.50000000","5.94","2.59"
"1110125","8436","大江","12.70","8.84185241","4.59","2.89"
"1110125","8437","大地-KY","30.17","3.00000000","2.14","2.64"
"1110125","8440","綠電","23.98","0.30000000","0.98","2.10"
"1110125","8444","綠河-KY","44.54","0.00000000","0.00","5.97"
"1110125","8446","華研","11.63","7.00000000","8.20","3.07"
"1110125","8450","霹靂","N/A","0.00000000","0.00","1.66"
"1110125","8455","大拓-KY","55.00","0.00000000","0.00","1.20"
"1110125","8472","夠麻吉","39.60","2.50000000","5.05","1.69"
"1110125","8476","台境","N/A","0.00000000","0.00","8.35"
"1110125","8477","創業家","N/A","1.93571400","5.88","2.27"
"1110125","8489","三貝德","76.49","0.70000000","1.95","2.07"
"1110125","8905","裕國","32.39","0.30000000","1.38","0.95"
"1110125","8906","花王","922.50","0.10000000","0.54","1.65"
"1110125","8908","欣雄","28.07","1.60000000","2.75","4.34"
"1110125","8916","光隆","18.80","3.00000000","7.39","1.27"
"1110125","8917","欣泰","40.45","2.50000000","2.81","5.57"
"1110125","8921","沈氏","41.76","0.41800000","2.94","0.75"
"1110125","8923","時報","16.22","0.85000000","4.72","1.26"
"1110125","8924","大田","8.09","5.00000000","3.56","3.58"
"1110125","8927","北基","34.94","0.46759402","1.50","2.49"
"1110125","8928","鉅明","8.67","1.60000000","4.62","1.93"
"1110125","8929","富堡","N/A","0.50000000","2.39","1.24"
"1110125","8930","青鋼","15.74","0.50000000","3.38","1.01"
"1110125","8931","大汽電","18.03","1.40000000","4.44","1.91"
"1110125","8932","宏大","N/A","0.00000000","0.00","2.14"
"1110125","8933","愛地雅","393.33","0.00000000","0.00","1.81"
"1110125","8935","邦泰","32.33","0.00000000","0.00","1.41"
"1110125","8936","國統","12.47","0.25000000","1.24","1.08"
"1110125","8937","合騏","N/A","0.00000000","0.00","1.33"
"1110125","8938","明安","8.58","2.70000000","3.50","2.09"
"1110125","8941","關中","12.76","2.50000000","6.68","1.46"
"1110125","8942","森鉅","9.46","3.00000000","4.48","1.45"
"1110125","9949","琉園","N/A","0.00000000","0.00","1.21"
"1110125","9950","萬國通","N/A","0.00000000","0.00","3.23"
"1110125","9951","皇田","10.76","4.70000000","6.27","1.86"
"1110125","9960","邁達康","11.79","1.00000000","3.80","1.75"
"1110125","9962","有益","14.81","0.00000000","0.00","1.38"
